date,code,name,ID,result,equipment
20230128,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230130,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230131,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230201,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.4,진단면역(COBASe801_4번장비)
20230201,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.5,진단면역(COBASe801_4번장비)
20230202,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.4,진단면역(COBASe801_4번장비)
20230203,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.4,진단면역(COBASe801_4번장비)
20230204,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.4,진단면역(COBASe801_4번장비)
20230206,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.4,진단면역(COBASe801_4번장비)
20230207,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.5,진단면역(COBASe801_4번장비)
20230208,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.5,진단면역(COBASe801_4번장비)
20230209,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.5,진단면역(COBASe801_4번장비)
20230210,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.5,진단면역(COBASe801_4번장비)
20230211,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.6,진단면역(COBASe801_4번장비)
20230213,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.6,진단면역(COBASe801_4번장비)
20230214,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.6,진단면역(COBASe801_4번장비)
20230215,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.4,진단면역(COBASe801_4번장비)
20230216,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.4,진단면역(COBASe801_4번장비)
20230218,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.4,진단면역(COBASe801_4번장비)
20230220,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.2,진단면역(COBASe801_4번장비)
20230221,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.4,진단면역(COBASe801_4번장비)
20230222,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230223,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230224,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.2,진단면역(COBASe801_4번장비)
20230225,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.4,진단면역(COBASe801_4번장비)
20230227,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.2,진단면역(COBASe801_4번장비)
20230227,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.4,진단면역(COBASe801_4번장비)
20230228,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230302,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230303,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230304,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230306,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.2,진단면역(COBASe801_4번장비)
20230307,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230308,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230309,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.4,진단면역(COBASe801_4번장비)
20230310,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.2,진단면역(COBASe801_4번장비)
20230311,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230313,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.2,진단면역(COBASe801_4번장비)
20230314,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230315,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230316,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230317,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.2,진단면역(COBASe801_4번장비)
20230318,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.2,진단면역(COBASe801_4번장비)
20230320,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.2,진단면역(COBASe801_4번장비)
20230321,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.2,진단면역(COBASe801_4번장비)
20230322,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230323,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.3,진단면역(COBASe801_4번장비)
20230324,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.4,진단면역(COBASe801_4번장비)
20230325,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.5,진단면역(COBASe801_4번장비)
20230327,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.5,진단면역(COBASe801_4번장비)
20230328,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.5,진단면역(COBASe801_4번장비)
20230329,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.6,진단면역(COBASe801_4번장비)
20230330,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230331,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230401,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230403,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.5,진단면역(COBASe801_4번장비)
20230404,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.5,진단면역(COBASe801_4번장비)
20230405,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.6,진단면역(COBASe801_4번장비)
20230406,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.6,진단면역(COBASe801_4번장비)
20230407,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230408,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230410,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230411,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.5,진단면역(COBASe801_4번장비)
20230412,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230413,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230414,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230415,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230417,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230418,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230419,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230420,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230421,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230422,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230424,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230425,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230426,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230427,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230428,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230429,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.5,진단면역(COBASe801_4번장비)
20230502,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.5,진단면역(COBASe801_4번장비)
20230503,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.7,진단면역(COBASe801_4번장비)
20230504,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230506,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230508,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230509,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230510,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230511,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230512,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230513,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230516,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230517,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.4,진단면역(COBASe801_4번장비)
20230518,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230519,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230520,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230522,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230523,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230524,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230525,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230526,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.1,진단면역(COBASe801_4번장비)
20230529,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230530,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230531,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.1,진단면역(COBASe801_4번장비)
20230601,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230602,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230603,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230605,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230607,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230608,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230609,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.1,진단면역(COBASe801_4번장비)
20230610,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230612,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230613,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.1,진단면역(COBASe801_4번장비)
20230614,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230615,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230616,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230617,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230619,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230619,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230620,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230621,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.1,진단면역(COBASe801_4번장비)
20230621,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.3,진단면역(COBASe801_4번장비)
20230622,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4.2,진단면역(COBASe801_4번장비)
20230623,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4,진단면역(COBASe801_4번장비)
20230624,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4,진단면역(COBASe801_4번장비)
20230626,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230627,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230628,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230629,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4,진단면역(COBASe801_4번장비)
20230630,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4,진단면역(COBASe801_4번장비)
20230701,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4,진단면역(COBASe801_4번장비)
20230703,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4,진단면역(COBASe801_4번장비)
20230704,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4,진단면역(COBASe801_4번장비)
20230705,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4,진단면역(COBASe801_4번장비)
20230706,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4,진단면역(COBASe801_4번장비)
20230707,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4,진단면역(COBASe801_4번장비)
20230708,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4,진단면역(COBASe801_4번장비)
20230710,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230711,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230712,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230713,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230714,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.8,진단면역(COBASe801_4번장비)
20230715,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230717,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230718,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230719,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230720,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4,진단면역(COBASe801_4번장비)
20230721,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230722,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230724,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.8,진단면역(COBASe801_4번장비)
20230725,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230726,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230727,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230728,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.8,진단면역(COBASe801_4번장비)
20230729,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,3.9,진단면역(COBASe801_4번장비)
20230731,DA0018,"Anti-HCV (Ql),Blood",ZDA00184,4,진단면역(COBASe801_4번장비)
20230102,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230103,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230104,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230105,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230106,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230107,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230109,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230110,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230111,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230112,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230113,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230114,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230116,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230117,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230118,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230119,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230120,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230125,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230126,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230127,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230128,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230130,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230131,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230201,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230202,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230203,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230204,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230206,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230207,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230208,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230209,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230210,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230211,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230213,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230214,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230215,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230216,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230218,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230220,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230221,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230222,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230223,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230224,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230225,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230227,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230228,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230302,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230303,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230304,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230306,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230307,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230308,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230309,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230310,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230311,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230313,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230314,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230315,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230316,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230317,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230318,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230320,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230321,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230322,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230323,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230324,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230325,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230327,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230328,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230329,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
20230330,DA0018,"Anti-HCV (Ql),Blood",ZDA00183,0,진단면역(COBASe801_4번장비)
